patient_id,fold,k,strategy,replicate,observed_frame_indices_json,estimator_visible_tensors,scoring_only_tensors
patient006,0,3,uniform,0,"[0, 12, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient006,0,3,random,0,"[8, 10, 12]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient006,0,3,random,1,"[8, 9, 18]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient006,0,3,random,2,"[3, 16, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient006,0,3,random,3,"[8, 17, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient006,0,3,random,4,"[10, 21, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient006,0,3,clustered,0,"[0, 4, 8]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient006,0,3,clustered,1,"[0, 4, 8]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient006,0,3,clustered,2,"[7, 11, 15]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient006,0,3,clustered,3,"[11, 15, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient006,0,3,clustered,4,"[9, 13, 17]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient021,0,3,uniform,0,"[0, 12, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient021,0,3,random,0,"[2, 13, 18]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient021,0,3,random,1,"[0, 16, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient021,0,3,random,2,"[0, 3, 8]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient021,0,3,random,3,"[3, 11, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient021,0,3,random,4,"[7, 17, 18]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient021,0,3,clustered,0,"[5, 9, 13]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient021,0,3,clustered,1,"[11, 15, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient021,0,3,clustered,2,"[9, 13, 17]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient021,0,3,clustered,3,"[3, 7, 11]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient021,0,3,clustered,4,"[1, 5, 9]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient024,0,3,uniform,0,"[0, 12, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient024,0,3,random,0,"[2, 4, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient024,0,3,random,1,"[2, 7, 13]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient024,0,3,random,2,"[5, 21, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient024,0,3,random,3,"[9, 11, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient024,0,3,random,4,"[0, 8, 14]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient024,0,3,clustered,0,"[9, 13, 17]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient024,0,3,clustered,1,"[14, 18, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient024,0,3,clustered,2,"[15, 19, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient024,0,3,clustered,3,"[3, 7, 11]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient024,0,3,clustered,4,"[4, 8, 12]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient027,0,3,uniform,0,"[0, 12, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient027,0,3,random,0,"[9, 19, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient027,0,3,random,1,"[2, 13, 17]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient027,0,3,random,2,"[1, 12, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient027,0,3,random,3,"[5, 15, 16]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient027,0,3,random,4,"[1, 3, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient027,0,3,clustered,0,"[10, 14, 18]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient027,0,3,clustered,1,"[2, 6, 10]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient027,0,3,clustered,2,"[4, 8, 12]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient027,0,3,clustered,3,"[4, 8, 12]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient027,0,3,clustered,4,"[8, 12, 16]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient033,0,3,uniform,0,"[0, 12, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient033,0,3,random,0,"[17, 20, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient033,0,3,random,1,"[0, 7, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient033,0,3,random,2,"[0, 10, 11]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient033,0,3,random,3,"[4, 11, 17]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient033,0,3,random,4,"[7, 11, 15]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient033,0,3,clustered,0,"[13, 17, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient033,0,3,clustered,1,"[7, 11, 15]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient033,0,3,clustered,2,"[13, 17, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient033,0,3,clustered,3,"[10, 14, 18]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient033,0,3,clustered,4,"[11, 15, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient034,0,3,uniform,0,"[0, 12, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient034,0,3,random,0,"[2, 18, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient034,0,3,random,1,"[5, 6, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient034,0,3,random,2,"[7, 12, 14]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient034,0,3,random,3,"[13, 14, 18]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient034,0,3,random,4,"[5, 9, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient034,0,3,clustered,0,"[7, 11, 15]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient034,0,3,clustered,1,"[9, 13, 17]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient034,0,3,clustered,2,"[9, 13, 17]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient034,0,3,clustered,3,"[11, 15, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient034,0,3,clustered,4,"[0, 4, 8]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient047,0,3,uniform,0,"[0, 12, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient047,0,3,random,0,"[1, 13, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient047,0,3,random,1,"[9, 12, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient047,0,3,random,2,"[12, 15, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient047,0,3,random,3,"[5, 11, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient047,0,3,random,4,"[13, 17, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient047,0,3,clustered,0,"[5, 9, 13]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient047,0,3,clustered,1,"[14, 18, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient047,0,3,clustered,2,"[6, 10, 14]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient047,0,3,clustered,3,"[11, 15, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient047,0,3,clustered,4,"[6, 10, 14]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient048,0,3,uniform,0,"[0, 12, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient048,0,3,random,0,"[0, 1, 14]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient048,0,3,random,1,"[0, 10, 16]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient048,0,3,random,2,"[1, 18, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient048,0,3,random,3,"[3, 10, 14]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient048,0,3,random,4,"[0, 8, 11]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient048,0,3,clustered,0,"[0, 4, 8]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient048,0,3,clustered,1,"[6, 10, 14]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient048,0,3,clustered,2,"[4, 8, 12]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient048,0,3,clustered,3,"[14, 18, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient048,0,3,clustered,4,"[6, 10, 14]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient049,0,3,uniform,0,"[0, 12, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient049,0,3,random,0,"[3, 14, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient049,0,3,random,1,"[1, 8, 11]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient049,0,3,random,2,"[13, 15, 18]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient049,0,3,random,3,"[0, 1, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient049,0,3,random,4,"[2, 4, 8]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient049,0,3,clustered,0,"[4, 8, 12]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient049,0,3,clustered,1,"[2, 6, 10]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient049,0,3,clustered,2,"[9, 13, 17]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient049,0,3,clustered,3,"[15, 19, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient049,0,3,clustered,4,"[7, 11, 15]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient057,0,3,uniform,0,"[0, 12, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient057,0,3,random,0,"[8, 17, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient057,0,3,random,1,"[7, 9, 11]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient057,0,3,random,2,"[0, 2, 18]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient057,0,3,random,3,"[0, 16, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient057,0,3,random,4,"[9, 11, 13]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient057,0,3,clustered,0,"[10, 14, 18]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient057,0,3,clustered,1,"[10, 14, 18]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient057,0,3,clustered,2,"[15, 19, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient057,0,3,clustered,3,"[12, 16, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient057,0,3,clustered,4,"[6, 10, 14]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient058,0,3,uniform,0,"[0, 12, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient058,0,3,random,0,"[7, 10, 11]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient058,0,3,random,1,"[2, 5, 17]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient058,0,3,random,2,"[1, 13, 17]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient058,0,3,random,3,"[1, 9, 12]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient058,0,3,random,4,"[4, 11, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient058,0,3,clustered,0,"[6, 10, 14]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient058,0,3,clustered,1,"[1, 5, 9]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient058,0,3,clustered,2,"[9, 13, 17]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient058,0,3,clustered,3,"[7, 11, 15]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient058,0,3,clustered,4,"[15, 19, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient061,0,3,uniform,0,"[0, 12, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient061,0,3,random,0,"[2, 11, 13]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient061,0,3,random,1,"[9, 19, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient061,0,3,random,2,"[5, 10, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient061,0,3,random,3,"[1, 5, 13]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient061,0,3,random,4,"[3, 15, 16]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient061,0,3,clustered,0,"[14, 18, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient061,0,3,clustered,1,"[5, 9, 13]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient061,0,3,clustered,2,"[13, 17, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient061,0,3,clustered,3,"[7, 11, 15]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient061,0,3,clustered,4,"[14, 18, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient062,0,3,uniform,0,"[0, 12, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient062,0,3,random,0,"[9, 19, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient062,0,3,random,1,"[6, 7, 9]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient062,0,3,random,2,"[10, 17, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient062,0,3,random,3,"[2, 5, 7]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient062,0,3,random,4,"[3, 5, 12]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient062,0,3,clustered,0,"[4, 8, 12]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient062,0,3,clustered,1,"[1, 5, 9]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient062,0,3,clustered,2,"[13, 17, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient062,0,3,clustered,3,"[14, 18, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient062,0,3,clustered,4,"[11, 15, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient068,0,3,uniform,0,"[0, 12, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient068,0,3,random,0,"[10, 18, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient068,0,3,random,1,"[7, 17, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient068,0,3,random,2,"[2, 5, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient068,0,3,random,3,"[3, 10, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient068,0,3,random,4,"[2, 6, 9]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient068,0,3,clustered,0,"[14, 18, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient068,0,3,clustered,1,"[2, 6, 10]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient068,0,3,clustered,2,"[0, 4, 8]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient068,0,3,clustered,3,"[9, 13, 17]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient068,0,3,clustered,4,"[4, 8, 12]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient069,0,3,uniform,0,"[0, 12, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient069,0,3,random,0,"[0, 8, 11]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient069,0,3,random,1,"[9, 13, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient069,0,3,random,2,"[3, 8, 9]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient069,0,3,random,3,"[2, 12, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient069,0,3,random,4,"[1, 8, 13]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient069,0,3,clustered,0,"[4, 8, 12]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient069,0,3,clustered,1,"[13, 17, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient069,0,3,clustered,2,"[13, 17, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient069,0,3,clustered,3,"[2, 6, 10]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient069,0,3,clustered,4,"[14, 18, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient072,0,3,uniform,0,"[0, 12, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient072,0,3,random,0,"[1, 13, 18]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient072,0,3,random,1,"[1, 10, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient072,0,3,random,2,"[1, 14, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient072,0,3,random,3,"[2, 3, 5]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient072,0,3,random,4,"[0, 16, 18]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient072,0,3,clustered,0,"[3, 7, 11]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient072,0,3,clustered,1,"[14, 18, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient072,0,3,clustered,2,"[15, 19, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient072,0,3,clustered,3,"[9, 13, 17]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient072,0,3,clustered,4,"[8, 12, 16]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient078,0,3,uniform,0,"[0, 12, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient078,0,3,random,0,"[8, 9, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient078,0,3,random,1,"[2, 11, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient078,0,3,random,2,"[6, 8, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient078,0,3,random,3,"[14, 21, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient078,0,3,random,4,"[4, 6, 18]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient078,0,3,clustered,0,"[12, 16, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient078,0,3,clustered,1,"[2, 6, 10]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient078,0,3,clustered,2,"[7, 11, 15]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient078,0,3,clustered,3,"[4, 8, 12]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient078,0,3,clustered,4,"[5, 9, 13]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient083,0,3,uniform,0,"[0, 12, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient083,0,3,random,0,"[11, 20, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient083,0,3,random,1,"[5, 18, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient083,0,3,random,2,"[0, 12, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient083,0,3,random,3,"[4, 5, 14]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient083,0,3,random,4,"[1, 4, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient083,0,3,clustered,0,"[2, 6, 10]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient083,0,3,clustered,1,"[7, 11, 15]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient083,0,3,clustered,2,"[10, 14, 18]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient083,0,3,clustered,3,"[3, 7, 11]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
